Index,Sector,SubSector,Symbol,Name,Price,Change,Volume
315,Industrials,Aerospace & Defense,TDG,TransDigm Group,282.5,0.53,247722
316,Industrials,Air Freight & Logistics,CHRW,C. H. Robinson Worldwide,67.28,-0.25,822015
317,Industrials,Air Freight & Logistics,EXPD,Expeditors Int'l,50.05,-0.26,844065
318,Industrials,Air Freight & Logistics,FDX,FedEx Corporation,161.26,2.37,1814447
319,Industrials,Air Freight & Logistics,UPS,United Parcel Service,79.18,1.54,1172239
320,Industrials,Airlines,AAL,American Airlines Group,35.44,-0.05,5422349
321,Industrials,Airlines,ALK,Alaska Air Group Inc,65.69,-0.01,1232129
322,Industrials,Airlines,DAL,Delta Air Lines,37.57,0.8,8768197
323,Industrials,Airlines,LUV,Southwest Airlines,36.7,0.11,5395188
324,Industrials,Airlines,UAL,United Continental Holdings,137.68,-0.79,3239511
325,Industrials,Building Products,ALLE,Allegion,67.37,1.12,1088350
326,Industrials,Building Products,FAST,Fastenal Co,40.57,0.5,2195932
327,Industrials,Building Products,FBHS,Fortune Brands Home & Security,56.45,0.35,1817994
328,Industrials,Building Products,MAS,Masco Corp.,32.93,0.03,3195674
329,Industrials,Construction & Engineering,GLW,Corning Inc.,22.7,0.08,6141630
330,Industrials,Construction & Farm Machinery & Heavy Trucks,CAT,Caterpillar Inc.,81.88,-0.17,4351240
331,Industrials,Construction & Farm Machinery & Heavy Trucks,DE,Deere & Co.,82.11,0.16,2073747
332,Industrials,Construction & Farm Machinery & Heavy Trucks,PCAR,PACCAR Inc.,56.68,0.11,1676157
333,Industrials,Data Processing Services,DNB,Dun & Bradstreet,133.46,-0.36,179565
334,Industrials,Data Processing Services,IRM,Iron Mountain Incorporated,36.49,0.67,1181472
335,Industrials,Diversified Commercial Services,FLR,Fluor Corp.,49.47,0.85,1005137
336,Industrials,Diversified Support Services,CTAS,Cintas Corporation,113.32,0,394649
337,Industrials,Electrical Components & Equipment,AME,Ametek,47.09,0.32,1454861
338,Industrials,Electrical Components & Equipment,APH,Amphenol Corp A,63.76,0.81,1605005
339,Industrials,Electrical Components & Equipment,AYI,Acuity Brands Inc,262.73,2.53,247287
340,Industrials,Environmental Services,WM,Waste Management Inc.,154.68,0.79,375404
341,Industrials,Human Resource & Employment Services,RHI,Robert Half International,36.85,-0.31,753984
342,Industrials,Industrial Conglomerates,COL,Rockwell Collins,81.61,0.57,501342
343,Industrials,Industrial Conglomerates,EMR,Emerson Electric Company,51.19,0.1,2304994
344,Industrials,Industrial Conglomerates,ETN,Eaton Corporation,63.25,0.9,1966307
345,Industrials,Industrial Conglomerates,GE,General Electric,29.43,-0.25,30501299
346,Industrials,Industrial Conglomerates,HON,Honeywell Int'l Inc.,114.54,0.28,2955798
347,Industrials,Industrial Conglomerates,IR,Ingersoll-Rand PLC,64.02,0.71,1680632
348,Industrials,Industrial Conglomerates,JEC,Jacobs Engineering Group,50.27,0.6,789292
349,Industrials,Industrial Conglomerates,LEG,Leggett & Platt,48.81,0.28,666037
350,Industrials,Industrial Conglomerates,LLL,L-3 Communications Holdings,147.32,0.54,260852
351,Industrials,Industrial Conglomerates,MMM,3M Company,176.72,1.66,1754929
352,Industrials,Industrial Conglomerates,PH,Parker-Hannifin,122.39,0.87,603784
353,Industrials,Industrial Conglomerates,PNR,Pentair Ltd.,59.81,0.41,958850
354,Industrials,Industrial Conglomerates,PWR,Quanta Services Inc.,25.41,0.48,1500384
355,Industrials,Industrial Conglomerates,R,Ryder System,65.26,-0.85,914593
356,Industrials,Industrial Conglomerates,ROK,Rockwell Automation Inc.,114.94,1.05,694837
357,Industrials,Industrial Conglomerates,ROP,Roper Industries,176.7,-0.49,261514
358,Industrials,Industrial Conglomerates,RSG,Republic Services Inc,50.71,0.45,1617200
359,Industrials,Industrial Conglomerates,SRCL,Stericycle Inc,78,-3.24,2361382
360,Industrials,Industrial Conglomerates,TXT,Textron Inc.,39.09,0.18,566089
361,Industrials,Industrial Conglomerates,UTX,United Technologies,123.27,-0.24,1079492
362,Industrials,Industrial Machinery,CMI,Cummins Inc.,119.29,-0.27,911255
363,Industrials,Industrial Machinery,DHR,Danaher Corp.,76.81,0.24,2670475
364,Industrials,Industrial Machinery,DOV,Dover Corp.,68.68,0.74,841360
365,Industrials,Industrial Machinery,FLS,Flowserve Corporation,47.27,0.61,782172
366,Industrials,Industrial Machinery,FTV,Fortive Corp,50.78,0.52,975306
367,Industrials,Industrial Machinery,ITW,Illinois Tool Works,117.16,0.97,999202
368,Industrials,Industrial Materials,GWW,Grainger (W.W.) Inc.,220.57,2.34,657027
369,Industrials,Railroads,CSX,CSX Corp.,29.27,-0.06,4565037
370,Industrials,Railroads,KSU,Kansas City Southern,89.85,-1.22,1389295
371,Industrials,Railroads,NSC,Norfolk Southern Corp.,92.03,0.68,1111083
372,Industrials,Railroads,UNP,Union Pacific,50.96,-0.04,3674009
373,Industrials,Research & Consulting Services,NLSN,Nielsen Holdings,52.31,0.13,1359321
374,Industrials,Research & Consulting Services,VRSK,Verisk Analytics,51.2,-0.68,14578546
375,Industrials,"Technology, Hardware, Software and Supplies",PBI,Pitney-Bowes,17.76,0.1,1135030
376,Industrials,Trading Companies & Distributors,URI,"United Rentals, Inc.",100.44,0.34,3316129
377,Industrials,Trucking,JBHT,J. B. Hunt Transport Services,81.22,-0.12,394850
378,Information Technology,Application Software,ADBE,Adobe Systems Inc,99.68,0.75,3307490
379,Information Technology,Application Software,ADSK,Autodesk Inc,68.13,0.53,2029703
380,Information Technology,Application Software,ORCL,Oracle Corp.,39.23,0.31,19801878
381,Information Technology,Application Software,SYMC,Symantec Corp.,24.84,-0.37,9480785
382,Information Technology,Application Software,TDC,Teradata Corp.,30.07,0.44,1120073
383,Information Technology,Computer Hardware,AAPL,Apple Inc.,113.58,-1.34,47023046
384,Information Technology,Computer Hardware,HPQ,HP Inc.,14.56,0.03,7980905
385,Information Technology,Computer Storage & Peripherals,STX,Seagate Technology,35.95,-0.45,4950122
386,Information Technology,Computer Storage & Peripherals,WDC,Western Digital,20,-0.33,3860774
387,Information Technology,Data Processing & Outsourced Services,ADS,Alliance Data Systems,216.04,1.56,414527
388,Information Technology,Data Processing & Outsourced Services,GPN,Global Payments Inc,74.44,0.14,894390
389,Information Technology,Data Processing & Outsourced Services,PYPL,PayPal,40.01,-0.69,7574483
390,Information Technology,Electronic Equipment & Instruments,TEL,TE Connectivity Ltd.,62.29,0.79,1730822
391,Information Technology,Home Entertainment Software,ATVI,Activision Blizzard,44.12,-0.3,8135829
392,Information Technology,Home Entertainment Software,EA,Electronic Arts,82.77,-0.12,1872804
393,Information Technology,Internet Software & Services,ADP,Automatic Data Processing,86.56,-0.19,1690886
394,Information Technology,Internet Software & Services,AKAM,Akamai Technologies Inc,51.62,0.64,2429964
395,Information Technology,Internet Software & Services,CRM,Salesforce.com,73,-0.29,3881760
396,Information Technology,Internet Software & Services,CTXS,Citrix Systems,83.37,0.4,1317209
397,Information Technology,Internet Software & Services,EBAY,eBay Inc.,31.57,-0.2,5870526
398,Information Technology,Internet Software & Services,EQIX,Equinix,366.73,8.52,514187
399,Information Technology,Internet Software & Services,FB,Facebook,128.65,-0.42,14958794
400,Information Technology,Internet Software & Services,FIS,Fidelity National Information Services,75.9,0.81,2786468
401,Information Technology,Internet Software & Services,FISV,Fiserv Inc,99.3,0.09,706658
402,Information Technology,Internet Software & Services,GOOG,Alphabet Inc Class C,765.7,-3.18,1172824
403,Information Technology,Internet Software & Services,GOOGL,Alphabet Inc Class A,795.39,-2.58,1149522
404,Information Technology,Internet Software & Services,INTU,Intuit Inc.,108.98,-0.02,1245805
405,Information Technology,Internet Software & Services,MA,Mastercard Inc.,99.68,0.32,3056878
406,Information Technology,Internet Software & Services,NFLX,Netflix Inc.,98.06,-1.42,8616183
407,Information Technology,Internet Software & Services,NTAP,NetApp,35.64,0.83,3395901
408,Information Technology,Internet Software & Services,PAYX,Paychex Inc.,58.61,0.38,1263786
409,Information Technology,Internet Software & Services,TSS,Total System Services,46.65,-0.41,1832038
410,Information Technology,Internet Software & Services,V,Visa Inc.,99.9,1.26,739443
411,Information Technology,Internet Software & Services,VRSN,Verisign Inc.,80.72,0.08,437433
412,Information Technology,Internet Software & Services,WU,Western Union Co,47.67,-0.05,1507165
413,Information Technology,Internet Software & Services,YHOO,Yahoo Inc.,43.19,-0.48,7887375
414,Information Technology,IT Consulting & Other Services,ACN,Accenture plc,110.5,0.62,1785685
415,Information Technology,IT Consulting & Services,CSRA,CSRA Inc.,26.2,0.51,916967
416,Information Technology,IT Consulting & Services,CTSH,Cognizant Technology Solutions,53.33,0.01,4467687
417,Information Technology,IT Consulting & Services,IBM,International Bus. Machines,154.87,1.03,2450117
418,Information Technology,IT Consulting & Services,XRX,Xerox Corp.,53.49,0.13,1528904
419,Information Technology,Networking Equipment,CSCO,Cisco Systems,31.02,0.18,16833453
420,Information Technology,Networking Equipment,FFIV,F5 Networks,118.91,0.36,406158
421,Information Technology,Networking Equipment,JNPR,Juniper Networks,22.75,0.28,3113997
422,Information Technology,Semiconductor Equipment,AMAT,Applied Materials Inc,30.3,0.25,13655492
423,Information Technology,Semiconductor Equipment,KLAC,KLA-Tencor Corp.,69.69,-0.54,1206205
424,Information Technology,Semiconductor Equipment,LRCX,Lam Research,92.15,-0.81,1612594
425,Information Technology,Semiconductors,ADI,"Analog Devices, Inc.",62.46,0.41,2167214
426,Information Technology,Semiconductors,AVGO,Avago Technologies,170.73,-0.51,2830627
427,Information Technology,Semiconductors,FSLR,First Solar Inc,34.42,-0.4,2546190
428,Information Technology,Semiconductors,INTC,Intel Corp.,37.16,-0.51,30531708
429,Information Technology,Semiconductors,LLTC,Linear Technology Corp.,58.66,0.27,856056
430,Information Technology,Semiconductors,MCHP,Microchip Technology,60.59,0.28,1232358
431,Information Technology,Semiconductors,MU,Micron Technology,16.95,-0.53,23999927
432,Information Technology,Semiconductors,NVDA,Nvidia Corporation,63.67,0.83,10428207
433,Information Technology,Semiconductors,QCOM,QUALCOMM Inc.,62.86,-0.13,6759881
434,Information Technology,Semiconductors,QRVO,Qorvo,56.33,0.57,1240426
435,Information Technology,Semiconductors,SWKS,Skyworks Solutions,76.09,0.02,2554484
436,Information Technology,Semiconductors,TXN,Texas Instruments,69.54,0.18,4100559
437,Information Technology,Semiconductors,XLNX,Xilinx Inc,33.57,0.12,1191581
438,Information Technology,Systems Software,CA,"CA, Inc.",32.13,0.18,2818653
439,Information Technology,Systems Software,MSFT,Microsoft Corp.,56.93,-0.32,20937104
440,Information Technology,Systems Software,RHT,Red Hat Inc.,75.94,2.14,2527856
441,Information Technology,"Technology Hardware, Storage & Peripherals",HPE,Hewlett Packard Enterprise,22.68,0.42,12007924
442,Information Technology,Telecommunications Equipment,HRS,Harris Corporation,89.52,0.16,469532
443,Information Technology,Telecommunications Equipment,MSI,Motorola Solutions Inc.,75.76,0.13,772715
444,Materials,Aluminum,AA,Alcoa Inc,9.36,-0.08,20731067
445,Materials,Construction Materials,MLM,Martin Marietta Materials,174.97,1.02,487679
446,Materials,Construction Materials,VMC,Vulcan Materials,72.09,-0.78,6920677
447,Materials,Diversified Chemicals,DD,Du Pont (E.I.),67.33,0.08,4735809
448,Materials,Diversified Chemicals,DOW,Dow Chemical,53.01,0.29,8068216
449,Materials,Diversified Chemicals,EMN,Eastman Chemical,64.8,1.06,1058345
450,Materials,Diversified Chemicals,FMC,FMC Corporation,47.78,-0.01,1071178
451,Materials,Diversified Chemicals,LYB,LyondellBasell,78.44,1.32,2882309
452,Materials,Diversified Chemicals,PPG,PPG Industries,101.08,0.87,1266116
453,Materials,Diversified Metals & Mining,FCX,Freeport-McMoran Cp & Gld,10.01,0.07,27244727
454,Materials,Fertilizers & Agricultural Chemicals,CF,CF Industries Holdings Inc,23.68,-0.34,3471202
455,Materials,Fertilizers & Agricultural Chemicals,MON,Monsanto Co.,101.8,-1.65,5620739
456,Materials,Fertilizers & Agricultural Chemicals,MOS,The Mosaic Company,25.28,-0.26,3599911
457,Materials,Gold,NEM,Newmont Mining Corp. (Hldg. Co.),38.43,0.17,5123770
458,Materials,Industrial Gases,APD,Air Products & Chemicals Inc,146.8,1,1277179
459,Materials,Industrial Gases,PX,Praxair Inc.,117.81,0.13,847338
460,Materials,Metal & Glass Containers,BLL,Ball Corp,78.37,-0.09,1207176
461,Materials,Metal & Glass Containers,OI,Owens-Illinois Inc,17.2,-0.12,1763443
462,Materials,Paper Packaging,AVY,Avery Dennison Corp,77.45,1.04,606629
463,Materials,Paper Packaging,SEE,Sealed Air Corp.(New),46.23,0.38,1008278
464,Materials,Paper Packaging,WRK,Westrock Co,30.13,0.22,2689709
465,Materials,Paper Products,IP,International Paper,48.99,-0.2,2611752
466,Materials,Specialty Chemicals,ALB,Albemarle Corp,77.64,0.91,776972
467,Materials,Specialty Chemicals,ECL,Ecolab Inc.,117.62,0.29,600452
468,Materials,Specialty Chemicals,IFF,Intl Flavors & Fragrances,137.79,1.94,305712
469,Materials,Specialty Chemicals,SHW,Sherwin-Williams,273.53,-0.45,859604
470,Materials,Steel,NUE,Nucor Corp.,46,0.26,2460276
471,Telecommunications Services,Alternative Carriers,LVLT,Level 3 Communications,49.14,0.48,1765784
472,Telecommunications Services,Integrated Telecommunications Services,CTL,CenturyLink Inc,27.04,0.15,4457047
473,Telecommunications Services,Integrated Telecommunications Services,FTR,Frontier Communications,4.3,0.02,21542367
474,Telecommunications Services,Integrated Telecommunications Services,T,AT&T Inc,40.06,-0.14,16182836
475,Telecommunications Services,Integrated Telecommunications Services,VZ,Verizon Communications,91.26,-1.45,1183354
476,Utilities,Electric Utilities,AEP,American Electric Power,65.42,0.61,2185863
477,Utilities,Electric Utilities,D,Dominion Resources,75.9,0.84,2133317
478,Utilities,Electric Utilities,DUK,Duke Energy,80.46,0.85,3159627
479,Utilities,Electric Utilities,ED,Consolidated Edison,76.4,1.09,1755159
480,Utilities,Electric Utilities,EIX,Edison Int'l,73.52,0.44,1379985
481,Utilities,Electric Utilities,ETR,Entergy Corp.,79.14,0.67,959728
482,Utilities,Electric Utilities,FE,FirstEnergy Corp,33.74,0.75,3757331
483,Utilities,Electric Utilities,LNT,Alliant Energy Corp,38.77,0.34,1585806
484,Utilities,Electric Utilities,PEG,Public Serv. Enterprise Inc.,42.66,0.36,1782577
485,Utilities,Electric Utilities,PPL,PPL Corp.,35.11,0.02,3970204
486,Utilities,Electric Utilities,SO,Southern Co.,52.43,0.46,4464850
487,Utilities,Electric Utilities,WEC,Wisconsin Energy Corporation,67.74,-0.04,687407
488,Utilities,Independent Power Producers & Energy Traders,AES,AES Corp,12.7,0.16,3410750
489,Utilities,Independent Power Producers & Energy Traders,NRG,NRG Energy,11.22,-0.04,3089941
490,Utilities,MultiUtilities,AEE,Ameren Corp,50.04,0.66,1842224
491,Utilities,MultiUtilities,CMS,CMS Energy,42.81,0.48,1455559
492,Utilities,MultiUtilities,CNP,CenterPoint Energy,23.3,0.25,2063128
493,Utilities,MultiUtilities,DTE,DTE Energy Co.,94.4,0.84,939090
494,Utilities,MultiUtilities,ES,Eversource Energy,54.59,0.41,1426072
495,Utilities,MultiUtilities,EXC,Exelon Corp.,34.16,0.33,2903255
496,Utilities,MultiUtilities,NEE,NextEra Energy,124.74,1.42,1247583
497,Utilities,MultiUtilities,NI,NiSource Inc.,24.43,0.31,1925929
498,Utilities,MultiUtilities,PCG,PG&E Corp.,62.67,0.25,2068412
499,Utilities,MultiUtilities,PNW,Pinnacle West Capital,76.88,0.59,757134
500,Utilities,MultiUtilities,SCG,SCANA Corp,72.85,0.93,1029679
501,Utilities,MultiUtilities,SRE,Sempra Energy,107.94,1.32,1603568
502,Utilities,MultiUtilities,XEL,Xcel Energy Inc,9.85,0.05,8572586
503,Utilities,Water Utilities,AWK,American Water Works Company Inc,75.18,0.85,817084
